Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2026-02-25 14:28:49 +0000,Pull Up, 5,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Cable Rope Overhead Triceps Extension, 11,19.277675741166078,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Cable Rope Overhead Triceps Extension, 9,19.277675741166078,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Cable Crunch, 18,90.71847407607567,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Cable Crunch, 18,90.71847407607567,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Cable Lateral Raise, 11,6.8038855557056745,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-25 14:28:49 +0000,Cable Lateral Raise, 9,6.8038855557056745,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-25 14:28:49 +0000,Behind the Back Cable Bicep Curl, 11,11.339809259509458,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-25 14:28:49 +0000,Behind the Back Cable Bicep Curl, 11,11.339809259509458,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-24 15:21:07 +0000,Back Squat, 10,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-24 15:21:07 +0000,Back Squat, 8,61.23497000135107,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-24 15:21:07 +0000,Back Squat, 8,111.1301307431927,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-24 15:21:07 +0000,Back Squat, 6,111.1301307431927,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-24 15:21:07 +0000,Power Clean, 4,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-24 15:21:07 +0000,Power Clean, 4,43.09127518613594,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-24 15:21:07 +0000,Power Clean, 4,61.23497000135107,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-24 15:21:07 +0000,Power Clean, 1,70.30681740895864,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-24 15:21:07 +0000,Power Clean, 1,83.91458852036999,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-24 15:21:07 +0000,Jumping Jack, 0,0.0,30.0,0.0,0.0,0.0,false,, 0.0
2026-02-24 15:21:07 +0000,Jumping Jack, 0,0.0,30.0,0.0,0.0,0.0,false,, 0.0
2026-02-20 15:34:09 +0000,Barbell Bench Press, 10,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-20 15:34:09 +0000,Barbell Bench Press, 6,43.09127518613594,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-20 15:34:09 +0000,Barbell Bench Press, 7,83.91458852036999,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-20 15:34:09 +0000,Barbell Bench Press, 6,83.91458852036999,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-20 15:34:09 +0000,Pull Up, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-20 15:34:09 +0000,Pull Up, 8,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-20 15:34:09 +0000,Cable Rope Overhead Triceps Extension, 11,19.277675741166078,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-20 15:34:09 +0000,Cable Rope Overhead Triceps Extension, 8,19.277675741166078,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-20 15:34:09 +0000,Cable Crunch, 15,90.71847407607567,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-20 15:34:09 +0000,Cable Crunch, 16,90.71847407607567,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-18 15:20:56 +0000,Barbell Incline Bench Press, 10,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-18 15:20:56 +0000,Barbell Incline Bench Press, 6,43.09127518613594,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-18 15:20:56 +0000,Barbell Incline Bench Press, 9,70.30681740895864,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-18 15:20:56 +0000,Barbell Incline Bench Press, 9,70.30681740895864,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-18 15:20:56 +0000,Cable Lateral Raise, 13,5.669904629754729,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-18 15:20:56 +0000,Cable Lateral Raise, 13,5.669904629754729,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-18 15:20:56 +0000,Behind the Back Cable Bicep Curl, 11,11.339809259509458,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-18 15:20:56 +0000,Behind the Back Cable Bicep Curl, 10,11.339809259509458,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-18 15:20:56 +0000,Dumbbell Fly, 10,18.143694815215134,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-18 15:20:56 +0000,Dumbbell Fly, 9,18.143694815215134,0.0,0.0,0.0,0.0,false,, 2.0
2026-02-17 15:10:44 +0000,Seated Leg Curl, 8,31.751465926626484,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-17 15:10:44 +0000,Seated Leg Curl, 9,52.16312259374351,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-17 15:10:44 +0000,Seated Leg Curl, 9,52.16312259374351,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-17 15:10:44 +0000,Back Squat, 10,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-17 15:10:44 +0000,Back Squat, 6,61.23497000135107,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-17 15:10:44 +0000,Back Squat, 8,106.5942070393889,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-17 15:10:44 +0000,Back Squat, 8,106.5942070393889,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-17 15:10:44 +0000,Romanian Deadlift, 8,115.66605444699647,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-17 15:10:44 +0000,Romanian Deadlift, 8,115.66605444699647,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-17 15:10:44 +0000,Single Leg Leg Extension, 5,20.411656667117025,0.0,0.0,0.0,0.0,true,, 2.0
2026-02-17 15:10:44 +0000,Single Leg Leg Extension, 12,26.76194985244232,0.0,0.0,0.0,0.0,false,, 2.0
